C1,C2,C3,C4
46.177202655329225,29.038763012216705,5.3650366486398635,50.341746944764985
57.47230350732729,21.759181639554182,4.544259081459193,50.11056711438289
39.63104756429202,22.547239648994506,4.870483127618497,50.18916830171742
33.86989920541381,33.421100889024274,5.9263639873130645,50.25037714071566
42.51879923787372,7.225617102491491,5.149302572996274,49.858712562766655
37.580005545689836,2.5002320781059915,4.837591264871029,50.118775187514586
40.880844893285925,15.487340107209182,4.8345957425946,50.80476379795444
41.98024644771836,3.3510186831377595,5.188268894952881,49.811081384338046
47.337714592186195,24.175767836524837,5.663008955156405,49.94284348028364
51.796155754953276,17.58066165623745,5.381546463202949,50.10214466037836
58.317073386826884,32.160754028251304,4.660458197736197,49.662870658553416
47.309492636084805,9.878233960928505,5.278281760718805,49.99562663175743
55.06529876464907,22.79705846577396,5.436729203370817,49.79766894601532
64.68068238387757,4.962517883067704,5.085761183284128,49.673152360445
45.73361806361625,27.297148832145503,4.558876136489375,50.1567233112448
35.48162570210844,27.198411697617573,4.692040215644592,49.77481086074611
47.72408023336832,20.10906951927291,5.345174382012931,50.08457953231444
55.86689017941721,31.186326617881313,4.6926113439475685,49.85870241545996
40.82276524841087,16.567968688797755,4.807262557026996,50.48407673363132
37.88154015913369,27.27344787247089,4.859324994743882,49.70346875710875
71.43164877677992,22.384714378324148,5.035368241725966,49.49097572238414
57.62995237881384,14.094879372633848,4.783824059082786,50.31018163602786
57.63459091087067,10.575726347356154,4.744112708113509,49.92442702372322
55.667320058569544,21.178647822348154,4.927748860589003,49.757530803456916
48.252864640793184,20.17988327452121,5.57297499679479,50.37943885588453
52.37823352532734,19.962226416061334,4.651350185175718,50.16708912856564
42.804797059684056,13.77524802045776,5.078903967864404,50.14820211920514
62.692164224208646,28.985109049355096,4.721176522382112,49.8249526978715
59.60319132083517,16.973957782443556,4.78574928876819,49.94336298862534
50.814245177105605,11.121600526911674,5.140316807912057,50.19378838938059
55.85346904084314,20.12121780085661,4.279969861468591,49.956109570594684
54.67897874281512,11.293827949261878,4.93823472734641,49.996667775087495
51.60207810015636,18.170200667251166,4.832035829004918,49.661356933230486
63.046345417775676,11.912581565432433,4.784801445283702,50.02955283903811
50.3449044345071,30.139415789982834,5.079364764118726,49.393085770184015
47.797977705237244,25.917703011660212,5.236268455743851,49.56423171807887
57.55108117597999,1.582096678051581,5.170165865956596,49.542342244326136
56.38917069103703,-20.346302950731314,5.335961585283795,50.148298320017595
59.6013387372799,18.33945334403411,4.710624310199316,49.85258835791171
35.26659675815877,24.772490821241156,4.857318511894169,49.72847372459168
53.00871538625756,20.23102034634063,5.012584932814854,49.421181069987455
53.72051812613544,23.608546484322293,4.71529687118275,49.50865566299396
56.585815599307274,26.786091977508296,5.285682236084228,50.059545947285116
63.1089143385862,7.639888504623368,5.569820000064439,50.02372083349388
37.87920947400441,29.379251721065266,5.296474493352592,49.717724862655196
58.37807351981372,22.561492931527305,4.7881627988221585,49.85901461911052
67.15784315632396,5.231220151695606,4.81356263320646,50.517646500199085
52.99264708003108,39.89639708311631,4.682972832584093,49.90049456001217
69.34895288837998,15.620044570483508,5.021976939397007,49.73761294988409
46.22787153666222,49.019330377324,5.087490724624629,50.201954096880264
44.55805716553033,17.76669079033458,5.050507269092997,49.7531385803705
35.338398731213545,19.661476313254084,4.924058516803369,49.784023490204284
50.93632309392374,22.84421671295385,4.7520111414943305,50.330794226829305
68.821062124565,23.814529751626253,4.7205151523513145,49.77906812984673
56.37179797250299,9.185888753699063,5.039599686269004,50.161239549028835
65.59008659244084,34.907864725370345,4.841106778539139,49.86300789382007
50.083836672745484,20.452416263399826,4.783695432123215,50.36716734016748
45.50257217282977,28.037781127658295,4.917053380735463,50.38160002875889
59.241369691055304,9.304702489490136,4.96606919001921,49.773107064985815
45.68938198518369,24.10790876024964,5.352008819118052,49.99981857587733
46.58357691482908,42.22282386777726,5.174591337354228,50.007469053306465
